Date,sulfate,nitrate,ID
27-06-2000,NA,NA,55
28-06-2000,NA,NA,55
29-06-2000,2.169,0.4311,55
30-06-2000,NA,NA,55
01-07-2000,NA,NA,55
02-07-2000,7.303,0.70485,55
03-07-2000,NA,NA,55
04-07-2000,NA,NA,55
05-07-2000,6.9085,1.229,55
06-07-2000,NA,NA,55
07-07-2000,NA,NA,55
08-07-2000,7.4975,0.7327,55
09-07-2000,NA,NA,55
10-07-2000,NA,NA,55
11-07-2000,9.9075,0.59245,55
12-07-2000,NA,NA,55
13-07-2000,NA,NA,55
14-07-2000,NA,NA,55
15-07-2000,NA,NA,55
16-07-2000,NA,NA,55
17-07-2000,4.394,0.5164,55
18-07-2000,NA,NA,55
19-07-2000,NA,NA,55
20-07-2000,12.045,0.6054,55
21-07-2000,NA,NA,55
22-07-2000,NA,NA,55
23-07-2000,2.569,0.37395,55
24-07-2000,NA,NA,55
25-07-2000,NA,NA,55
26-07-2000,4.5595,0.177105,55
27-07-2000,NA,NA,55
28-07-2000,NA,NA,55
29-07-2000,3.006,0.118415,55
30-07-2000,NA,NA,55
31-07-2000,NA,NA,55
01-08-2000,2.796,0.3643,55
02-08-2000,NA,NA,55
03-08-2000,NA,NA,55
04-08-2000,3.816,0.3579,55
05-08-2000,NA,NA,55
06-08-2000,NA,NA,55
07-08-2000,2.151,0.6858,55
08-08-2000,NA,NA,55
09-08-2000,NA,NA,55
10-08-2000,0.02419,0.09377,55
11-08-2000,NA,NA,55
12-08-2000,NA,NA,55
13-08-2000,NA,NA,55
14-08-2000,NA,NA,55
15-08-2000,NA,NA,55
16-08-2000,NA,NA,55
17-08-2000,NA,NA,55
18-08-2000,NA,NA,55
19-08-2000,NA,NA,55
20-08-2000,NA,NA,55
21-08-2000,NA,NA,55
22-08-2000,3.98,0.4,55
23-08-2000,NA,NA,55
24-08-2000,NA,NA,55
25-08-2000,3.5,0.471,55
26-08-2000,NA,NA,55
27-08-2000,NA,NA,55
28-08-2000,3.6,0.207,55
29-08-2000,NA,NA,55
30-08-2000,NA,NA,55
31-08-2000,5.72,0.332,55
01-09-2000,NA,NA,55
02-09-2000,NA,NA,55
03-09-2000,NA,NA,55
04-09-2000,NA,NA,55
05-09-2000,NA,NA,55
06-09-2000,NA,NA,55
07-09-2000,NA,NA,55
08-09-2000,NA,NA,55
09-09-2000,NA,NA,55
10-09-2000,NA,NA,55
11-09-2000,NA,NA,55
12-09-2000,NA,NA,55
13-09-2000,NA,NA,55
14-09-2000,NA,NA,55
15-09-2000,NA,NA,55
16-09-2000,NA,NA,55
17-09-2000,NA,NA,55
18-09-2000,NA,NA,55
19-09-2000,NA,NA,55
20-09-2000,NA,NA,55
21-09-2000,2.12,0.564,55
22-09-2000,NA,NA,55
23-09-2000,NA,NA,55
24-09-2000,6.15,0.612,55
25-09-2000,NA,NA,55
26-09-2000,NA,NA,55
27-09-2000,5.2,0.521,55
28-09-2000,NA,NA,55
29-09-2000,NA,NA,55
30-09-2000,0.666,0.375,55
01-10-2000,NA,NA,55
02-10-2000,NA,NA,55
03-10-2000,1.23,0.33,55
04-10-2000,NA,NA,55
05-10-2000,NA,NA,55
06-10-2000,2.58,0.352,55
07-10-2000,NA,NA,55
08-10-2000,NA,NA,55
09-10-2000,3.23,0.427,55
10-10-2000,NA,NA,55
11-10-2000,NA,NA,55
12-10-2000,3.61,0.32,55
13-10-2000,NA,NA,55
14-10-2000,NA,NA,55
15-10-2000,7.49,0.688,55
16-10-2000,NA,NA,55
17-10-2000,NA,NA,55
18-10-2000,NA,NA,55
19-10-2000,NA,NA,55
20-10-2000,NA,NA,55
21-10-2000,4.76,0.778,55
22-10-2000,NA,NA,55
23-10-2000,NA,NA,55
24-10-2000,1.6,0.646,55
25-10-2000,NA,NA,55
26-10-2000,NA,NA,55
27-10-2000,3.48,0.489,55
28-10-2000,NA,NA,55
29-10-2000,NA,NA,55
30-10-2000,15.1,1.65,55
31-10-2000,NA,NA,55
01-11-2000,NA,NA,55
02-11-2000,3.87,0.727,55
03-11-2000,NA,NA,55
04-11-2000,NA,NA,55
05-11-2000,15.1,1.2,55
06-11-2000,NA,NA,55
07-11-2000,NA,NA,55
08-11-2000,4.49,0.788,55
09-11-2000,NA,NA,55
10-11-2000,NA,NA,55
11-11-2000,2.92,0.807,55
12-11-2000,NA,NA,55
13-11-2000,NA,NA,55
14-11-2000,4.26,0.855,55
15-11-2000,NA,NA,55
16-11-2000,NA,NA,55
17-11-2000,4.53,1.41,55
18-11-2000,NA,NA,55
19-11-2000,NA,NA,55
20-11-2000,1.64,0.485,55
21-11-2000,NA,NA,55
22-11-2000,NA,NA,55
23-11-2000,2.05,1.09,55
24-11-2000,NA,NA,55
25-11-2000,NA,NA,55
26-11-2000,NA,NA,55
27-11-2000,NA,NA,55
28-11-2000,NA,NA,55
29-11-2000,2.77,1.36,55
30-11-2000,NA,NA,55
01-12-2000,NA,NA,55
02-12-2000,3.22,0.99,55
03-12-2000,NA,NA,55
04-12-2000,NA,NA,55
05-12-2000,NA,NA,55
06-12-2000,NA,NA,55
07-12-2000,NA,NA,55
08-12-2000,4.38,1.01,55
09-12-2000,NA,NA,55
10-12-2000,NA,NA,55
11-12-2000,3.11,0.915,55
12-12-2000,NA,NA,55
13-12-2000,NA,NA,55
14-12-2000,2.39,0.89,55
15-12-2000,NA,NA,55
16-12-2000,NA,NA,55
17-12-2000,NA,NA,55
18-12-2000,NA,NA,55
19-12-2000,NA,NA,55
20-12-2000,2.01,0.701,55
21-12-2000,NA,NA,55
22-12-2000,NA,NA,55
23-12-2000,2.38,0.64,55
24-12-2000,NA,NA,55
25-12-2000,NA,NA,55
26-12-2000,NA,NA,55
27-12-2000,NA,NA,55
28-12-2000,NA,NA,55
29-12-2000,1.72,0.893,55
30-12-2000,NA,NA,55
31-12-2000,NA,NA,55
01-01-2001,3.49,1.57,55
02-01-2001,NA,NA,55
03-01-2001,NA,NA,55
04-01-2001,2.21,1.05,55
05-01-2001,NA,NA,55
06-01-2001,NA,NA,55
07-01-2001,2.85,2.08,55
08-01-2001,NA,NA,55
09-01-2001,NA,NA,55
10-01-2001,2.58,1.07,55
11-01-2001,NA,NA,55
12-01-2001,NA,NA,55
13-01-2001,4.69,1.13,55
14-01-2001,NA,NA,55
15-01-2001,NA,NA,55
16-01-2001,3.42,1.3,55
17-01-2001,NA,NA,55
18-01-2001,NA,NA,55
19-01-2001,2.45,0.801,55
20-01-2001,NA,NA,55
21-01-2001,NA,NA,55
22-01-2001,3.11,0.632,55
23-01-2001,NA,NA,55
24-01-2001,NA,NA,55
25-01-2001,3.33,1.52,55
26-01-2001,NA,NA,55
27-01-2001,NA,NA,55
28-01-2001,5.08,1.69,55
29-01-2001,NA,NA,55
30-01-2001,NA,NA,55
31-01-2001,4.8,0.934,55
01-02-2001,NA,NA,55
02-02-2001,NA,NA,55
03-02-2001,1.99,1.24,55
04-02-2001,NA,NA,55
05-02-2001,NA,NA,55
06-02-2001,3.31,1.6,55
07-02-2001,NA,NA,55
08-02-2001,NA,NA,55
09-02-2001,2.95,0.834,55
10-02-2001,NA,NA,55
11-02-2001,NA,NA,55
12-02-2001,4.26,1.14,55
13-02-2001,NA,NA,55
14-02-2001,NA,NA,55
15-02-2001,1.95,0.84,55
16-02-2001,NA,NA,55
17-02-2001,NA,NA,55
18-02-2001,2.15,0.517,55
19-02-2001,NA,NA,55
20-02-2001,NA,NA,55
21-02-2001,4.45,1.12,55
22-02-2001,NA,NA,55
23-02-2001,NA,NA,55
24-02-2001,5.95,1.04,55
25-02-2001,NA,NA,55
26-02-2001,NA,NA,55
27-02-2001,2.55,0.709,55
28-02-2001,NA,NA,55
01-03-2001,NA,NA,55
02-03-2001,4.56,0.549,55
03-03-2001,NA,NA,55
04-03-2001,NA,NA,55
05-03-2001,3.11,0.671,55
06-03-2001,NA,NA,55
07-03-2001,NA,NA,55
08-03-2001,2.02,0.716,55
09-03-2001,NA,NA,55
10-03-2001,NA,NA,55
11-03-2001,5,1.08,55
12-03-2001,NA,NA,55
13-03-2001,NA,NA,55
14-03-2001,3.82,0.92,55
15-03-2001,NA,NA,55
16-03-2001,NA,NA,55
17-03-2001,1.89,0.547,55
18-03-2001,NA,NA,55
19-03-2001,NA,NA,55
20-03-2001,2.96,0.515,55
21-03-2001,NA,NA,55
22-03-2001,NA,NA,55
23-03-2001,5.9,0.696,55
24-03-2001,NA,NA,55
25-03-2001,NA,NA,55
26-03-2001,6.74,0.91,55
27-03-2001,NA,NA,55
28-03-2001,NA,NA,55
29-03-2001,3.56,1.19,55
30-03-2001,NA,NA,55
31-03-2001,NA,NA,55
01-04-2001,3.93,0.433,55
02-04-2001,NA,NA,55
03-04-2001,NA,NA,55
04-04-2001,2.64,0.917,55
05-04-2001,NA,NA,55
06-04-2001,NA,NA,55
07-04-2001,5,0.712,55
08-04-2001,NA,NA,55
09-04-2001,NA,NA,55
10-04-2001,4.4,0.56,55
11-04-2001,NA,NA,55
12-04-2001,NA,NA,55
13-04-2001,4.21,1.06,55
14-04-2001,NA,NA,55
15-04-2001,NA,NA,55
16-04-2001,NA,NA,55
17-04-2001,NA,NA,55
18-04-2001,NA,NA,55
19-04-2001,NA,NA,55
20-04-2001,NA,NA,55
21-04-2001,NA,NA,55
22-04-2001,2.8,0.733,55
23-04-2001,NA,NA,55
24-04-2001,NA,NA,55
25-04-2001,4.25,1.08,55
26-04-2001,NA,NA,55
27-04-2001,NA,NA,55
28-04-2001,3.4,1.03,55
29-04-2001,NA,NA,55
30-04-2001,NA,NA,55
01-05-2001,3.25,0.902,55
02-05-2001,NA,NA,55
03-05-2001,NA,NA,55
04-05-2001,NA,NA,55
05-05-2001,NA,NA,55
06-05-2001,NA,NA,55
07-05-2001,6.11,0.834,55
08-05-2001,NA,NA,55
09-05-2001,NA,NA,55
10-05-2001,2.61,1.15,55
11-05-2001,NA,NA,55
12-05-2001,NA,NA,55
13-05-2001,6.56,0.646,55
14-05-2001,NA,NA,55
15-05-2001,NA,NA,55
16-05-2001,7.9,0.95,55
17-05-2001,NA,NA,55
18-05-2001,NA,NA,55
19-05-2001,5.31,0.33,55
20-05-2001,NA,NA,55
21-05-2001,NA,NA,55
22-05-2001,2.92,0.865,55
23-05-2001,NA,NA,55
24-05-2001,NA,NA,55
25-05-2001,8.19,0.853,55
26-05-2001,NA,NA,55
27-05-2001,NA,NA,55
28-05-2001,3.32,0.418,55
29-05-2001,NA,NA,55
30-05-2001,NA,NA,55
31-05-2001,5.04,0.947,55
01-06-2001,NA,NA,55
02-06-2001,NA,NA,55
03-06-2001,4.51,0.666,55
04-06-2001,NA,NA,55
05-06-2001,NA,NA,55
06-06-2001,2.23,0.94,55
07-06-2001,NA,NA,55
08-06-2001,NA,NA,55
09-06-2001,3.11,0.439,55
10-06-2001,NA,NA,55
11-06-2001,NA,NA,55
12-06-2001,4.32,1.04,55
13-06-2001,NA,NA,55
14-06-2001,NA,NA,55
15-06-2001,5.93,0.824,55
16-06-2001,NA,NA,55
17-06-2001,NA,NA,55
18-06-2001,6.16,0.731,55
19-06-2001,NA,NA,55
20-06-2001,NA,NA,55
21-06-2001,4.55,0.895,55
22-06-2001,NA,NA,55
23-06-2001,NA,NA,55
24-06-2001,NA,NA,55
25-06-2001,NA,NA,55
26-06-2001,NA,NA,55
27-06-2001,0.65,0.509,55
28-06-2001,NA,NA,55
29-06-2001,NA,NA,55
30-06-2001,1.38,0.881,55
01-07-2001,NA,NA,55
02-07-2001,NA,NA,55
03-07-2001,NA,0.484,55
04-07-2001,NA,NA,55
05-07-2001,NA,NA,55
06-07-2001,NA,NA,55
07-07-2001,NA,NA,55
08-07-2001,NA,NA,55
09-07-2001,NA,NA,55
10-07-2001,NA,NA,55
11-07-2001,NA,NA,55
12-07-2001,NA,NA,55
13-07-2001,NA,NA,55
14-07-2001,NA,NA,55
15-07-2001,NA,0.671,55
16-07-2001,NA,NA,55
17-07-2001,NA,NA,55
18-07-2001,NA,0.819,55
19-07-2001,NA,NA,55
20-07-2001,NA,NA,55
21-07-2001,1.8,0.404,55
22-07-2001,NA,NA,55
23-07-2001,NA,NA,55
24-07-2001,NA,NA,55
25-07-2001,NA,NA,55
26-07-2001,NA,NA,55
27-07-2001,1.89,0.566,55
28-07-2001,NA,NA,55
29-07-2001,NA,NA,55
30-07-2001,5.08,0.697,55
31-07-2001,NA,NA,55
01-08-2001,NA,NA,55
02-08-2001,NA,NA,55
03-08-2001,NA,NA,55
04-08-2001,NA,NA,55
05-08-2001,3.3,0.41,55
06-08-2001,NA,NA,55
07-08-2001,NA,NA,55
08-08-2001,3.3,0.345,55
09-08-2001,NA,NA,55
10-08-2001,NA,NA,55
11-08-2001,6.17,0.791,55
12-08-2001,NA,NA,55
13-08-2001,NA,NA,55
14-08-2001,5.43,0.501,55
15-08-2001,NA,NA,55
16-08-2001,NA,NA,55
17-08-2001,2.85,0.296,55
18-08-2001,NA,NA,55
19-08-2001,NA,NA,55
20-08-2001,3.78,0.33,55
21-08-2001,NA,NA,55
22-08-2001,NA,NA,55
23-08-2001,2.59,0.288,55
24-08-2001,NA,NA,55
25-08-2001,NA,NA,55
26-08-2001,9.32,0.408,55
27-08-2001,NA,NA,55
28-08-2001,NA,NA,55
29-08-2001,12.3,0.576,55
30-08-2001,NA,NA,55
31-08-2001,NA,NA,55
01-09-2001,2.59,0.482,55
02-09-2001,NA,NA,55
03-09-2001,NA,NA,55
04-09-2001,2.77,0.325,55
05-09-2001,NA,NA,55
06-09-2001,NA,NA,55
07-09-2001,NA,NA,55
08-09-2001,NA,NA,55
09-09-2001,NA,NA,55
10-09-2001,2.05,0.329,55
11-09-2001,NA,NA,55
12-09-2001,NA,NA,55
13-09-2001,NA,0.215,55
14-09-2001,NA,NA,55
15-09-2001,NA,NA,55
16-09-2001,NA,NA,55
17-09-2001,NA,NA,55
18-09-2001,NA,NA,55
19-09-2001,NA,0.565,55
20-09-2001,NA,NA,55
21-09-2001,NA,NA,55
22-09-2001,NA,NA,55
23-09-2001,NA,NA,55
24-09-2001,NA,NA,55
25-09-2001,NA,NA,55
26-09-2001,NA,NA,55
27-09-2001,NA,NA,55
28-09-2001,5.47,1.08,55
29-09-2001,NA,NA,55
30-09-2001,NA,NA,55
01-10-2001,3.61,0.385,55
02-10-2001,NA,NA,55
03-10-2001,NA,NA,55
04-10-2001,2.7,0.509,55
05-10-2001,NA,NA,55
06-10-2001,NA,NA,55
07-10-2001,NA,NA,55
08-10-2001,NA,NA,55
09-10-2001,NA,NA,55
10-10-2001,NA,NA,55
11-10-2001,NA,NA,55
12-10-2001,NA,NA,55
13-10-2001,1.31,0.514,55
14-10-2001,NA,NA,55
15-10-2001,NA,NA,55
16-10-2001,2.23,0.506,55
17-10-2001,NA,NA,55
18-10-2001,NA,NA,55
19-10-2001,1.55,0.597,55
20-10-2001,NA,NA,55
21-10-2001,NA,NA,55
22-10-2001,NA,NA,55
23-10-2001,NA,NA,55
24-10-2001,NA,NA,55
25-10-2001,1.69,0.419,55
26-10-2001,NA,NA,55
27-10-2001,NA,NA,55
28-10-2001,2.73,0.471,55
29-10-2001,NA,NA,55
30-10-2001,NA,NA,55
31-10-2001,1.49,0.47,55
01-11-2001,NA,NA,55
02-11-2001,NA,NA,55
03-11-2001,NA,NA,55
04-11-2001,NA,NA,55
05-11-2001,NA,NA,55
06-11-2001,2.2,0.698,55
07-11-2001,NA,NA,55
08-11-2001,NA,NA,55
09-11-2001,4.53,0.866,55
10-11-2001,NA,NA,55
11-11-2001,NA,NA,55
12-11-2001,8.35,0.797,55
13-11-2001,NA,NA,55
14-11-2001,NA,NA,55
15-11-2001,2.11,0.574,55
16-11-2001,NA,NA,55
17-11-2001,NA,NA,55
18-11-2001,6.77,0.825,55
19-11-2001,NA,NA,55
20-11-2001,NA,NA,55
21-11-2001,4.69,0.86,55
22-11-2001,NA,NA,55
23-11-2001,NA,NA,55
24-11-2001,NA,NA,55
25-11-2001,NA,NA,55
26-11-2001,NA,NA,55
27-11-2001,NA,NA,55
28-11-2001,NA,NA,55
29-11-2001,NA,NA,55
30-11-2001,NA,NA,55
01-12-2001,NA,NA,55
02-12-2001,NA,NA,55
03-12-2001,NA,NA,55
04-12-2001,NA,NA,55
05-12-2001,NA,NA,55
06-12-2001,NA,NA,55
07-12-2001,NA,NA,55
08-12-2001,NA,NA,55
09-12-2001,NA,0.998,55
10-12-2001,NA,NA,55
11-12-2001,NA,NA,55
12-12-2001,NA,NA,55
13-12-2001,NA,NA,55
14-12-2001,NA,NA,55
15-12-2001,4.8,0.877,55
16-12-2001,NA,NA,55
17-12-2001,NA,NA,55
18-12-2001,1.13,0.235,55
19-12-2001,NA,NA,55
20-12-2001,NA,NA,55
21-12-2001,2.03,0.553,55
22-12-2001,NA,NA,55
23-12-2001,NA,NA,55
24-12-2001,NA,NA,55
25-12-2001,NA,NA,55
26-12-2001,NA,NA,55
27-12-2001,1.36,1.01,55
28-12-2001,NA,NA,55
29-12-2001,NA,NA,55
30-12-2001,1.88,0.642,55
31-12-2001,NA,NA,55
01-01-2002,NA,NA,55
02-01-2002,1.7,0.699,55
03-01-2002,NA,NA,55
04-01-2002,NA,NA,55
05-01-2002,4.32,1.87,55
06-01-2002,NA,NA,55
07-01-2002,NA,NA,55
08-01-2002,NA,NA,55
09-01-2002,NA,NA,55
10-01-2002,NA,NA,55
11-01-2002,3.02,1.46,55
12-01-2002,NA,NA,55
13-01-2002,NA,NA,55
14-01-2002,2.21,1.15,55
15-01-2002,NA,NA,55
16-01-2002,NA,NA,55
17-01-2002,NA,NA,55
18-01-2002,NA,NA,55
19-01-2002,NA,NA,55
20-01-2002,5.2,0.628,55
21-01-2002,NA,NA,55
22-01-2002,NA,NA,55
23-01-2002,2.86,0.898,55
24-01-2002,NA,NA,55
25-01-2002,NA,NA,55
26-01-2002,2.38,0.715,55
27-01-2002,NA,NA,55
28-01-2002,NA,NA,55
29-01-2002,4.29,1.01,55
30-01-2002,NA,NA,55
31-01-2002,NA,NA,55
01-02-2002,1.77,0.931,55
02-02-2002,NA,NA,55
03-02-2002,NA,NA,55
04-02-2002,2.48,0.338,55
05-02-2002,NA,NA,55
06-02-2002,NA,NA,55
07-02-2002,2,0.372,55
08-02-2002,NA,NA,55
09-02-2002,NA,NA,55
10-02-2002,6.2,1.71,55
11-02-2002,NA,NA,55
12-02-2002,NA,NA,55
13-02-2002,3.95,0.994,55
14-02-2002,NA,NA,55
15-02-2002,NA,NA,55
16-02-2002,3.87,1.04,55
17-02-2002,NA,NA,55
18-02-2002,NA,NA,55
19-02-2002,2.55,1.04,55
20-02-2002,NA,NA,55
21-02-2002,NA,NA,55
22-02-2002,3.43,1.26,55
23-02-2002,NA,NA,55
24-02-2002,NA,NA,55
25-02-2002,6.51,1.57,55
26-02-2002,NA,NA,55
27-02-2002,NA,NA,55
28-02-2002,1.81,0.788,55
01-03-2002,NA,NA,55
02-03-2002,NA,NA,55
03-03-2002,2.54,0.427,55
04-03-2002,NA,NA,55
05-03-2002,NA,NA,55
06-03-2002,2.5,0.528,55
07-03-2002,NA,NA,55
08-03-2002,NA,NA,55
09-03-2002,1.12,0.543,55
10-03-2002,NA,NA,55
11-03-2002,NA,NA,55
12-03-2002,2.5,0.725,55
13-03-2002,NA,NA,55
14-03-2002,NA,NA,55
15-03-2002,4.68,0.974,55
16-03-2002,NA,NA,55
17-03-2002,NA,NA,55
18-03-2002,3.45,0.77,55
19-03-2002,NA,NA,55
20-03-2002,NA,NA,55
21-03-2002,2.92,0.583,55
22-03-2002,NA,NA,55
23-03-2002,NA,NA,55
24-03-2002,4.02,0.739,55
25-03-2002,NA,NA,55
26-03-2002,NA,NA,55
27-03-2002,4.74,0.688,55
28-03-2002,NA,NA,55
29-03-2002,NA,NA,55
30-03-2002,5.46,1,55
31-03-2002,NA,NA,55
01-04-2002,NA,NA,55
02-04-2002,3.82,0.863,55
03-04-2002,NA,NA,55
04-04-2002,NA,NA,55
05-04-2002,6.72,0.788,55
06-04-2002,NA,NA,55
07-04-2002,NA,NA,55
08-04-2002,4.88,0.728,55
09-04-2002,NA,NA,55
10-04-2002,NA,NA,55
11-04-2002,2.26,0.85,55
12-04-2002,NA,NA,55
13-04-2002,NA,NA,55
14-04-2002,1.79,0.666,55
15-04-2002,NA,NA,55
16-04-2002,NA,NA,55
17-04-2002,2.28,0.821,55
18-04-2002,NA,NA,55
19-04-2002,NA,NA,55
20-04-2002,4.95,0.536,55
21-04-2002,NA,NA,55
22-04-2002,NA,NA,55
23-04-2002,6.12,0.532,55
24-04-2002,NA,NA,55
25-04-2002,NA,NA,55
26-04-2002,10.1,0.93,55
27-04-2002,NA,NA,55
28-04-2002,NA,NA,55
29-04-2002,3.6,0.556,55
30-04-2002,NA,NA,55
01-05-2002,NA,NA,55
02-05-2002,5.67,0.813,55
03-05-2002,NA,NA,55
04-05-2002,NA,NA,55
05-05-2002,NA,NA,55
06-05-2002,NA,NA,55
07-05-2002,NA,NA,55
08-05-2002,NA,NA,55
09-05-2002,NA,NA,55
10-05-2002,NA,NA,55
11-05-2002,1.9,0.539,55
12-05-2002,NA,NA,55
13-05-2002,NA,NA,55
14-05-2002,2.7,0.396,55
15-05-2002,NA,NA,55
16-05-2002,NA,NA,55
17-05-2002,2.91,0.814,55
18-05-2002,NA,NA,55
19-05-2002,NA,NA,55
20-05-2002,5.64,0.482,55
21-05-2002,NA,NA,55
22-05-2002,NA,NA,55
23-05-2002,3.41,0.907,55
24-05-2002,NA,NA,55
25-05-2002,NA,NA,55
26-05-2002,1.79,0.449,55
27-05-2002,NA,NA,55
28-05-2002,NA,NA,55
29-05-2002,1.85,0.512,55
30-05-2002,NA,NA,55
31-05-2002,NA,NA,55
01-06-2002,2.21,0.53,55
02-06-2002,NA,NA,55
03-06-2002,NA,NA,55
04-06-2002,6.34,0.68,55
05-06-2002,NA,NA,55
06-06-2002,NA,NA,55
07-06-2002,6.82,0.836,55
08-06-2002,NA,NA,55
09-06-2002,NA,NA,55
10-06-2002,2.1,0.476,55
11-06-2002,NA,NA,55
12-06-2002,NA,NA,55
13-06-2002,4.1,0.682,55
14-06-2002,NA,NA,55
15-06-2002,NA,NA,55
16-06-2002,4.11,0.364,55
